"URL","Title","DateTime"
"https://www.google.com/url?q=http://www.webdnstools.com/articles/squid-proxy-whitelist&sa=U&ved=2ahUKEwjRv7DB-p3lAhUw6XMBHTqTDnQQFjACegQICBAB&usg=AOvVaw0EvhvpqnrulTYJSH2q5R2O","","2019-10-15 17:32:10"
"https://www.google.com/search?client=firefox-b-d&q=how+to+automatically+whitelist+website+on+squid","how to automatically whitelist website on squid - Google Search","2019-10-15 17:32:00"
"http://www.tech-tak-talk.co.cc/2010/08/easy-way-to-block-https-websites.html","Web Page Blocked","2019-10-15 17:30:10"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 17:30:03"
"http://facebook.com/","","2019-10-15 17:30:02"
"https://facebook.com/","","2019-10-15 17:30:02"
"https://www.linuxquestions.org/questions/linux-networking-3/unable-to-block-https-in-squid-750621/page3.html","[SOLVED] unable to block https in squid - Page 3","2019-10-15 17:29:08"
"https://www.linuxquestions.org/questions/linux-networking-3/unable-to-block-https-in-squid-750621/page2.html","[SOLVED] unable to block https in squid - Page 2","2019-10-15 17:27:10"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 17:25:40"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 17:24:38"
"https://www.linuxquestions.org/questions/linux-networking-3/unable-to-block-https-in-squid-750621/","[SOLVED] unable to block https in squid","2019-10-15 17:22:28"
"https://www.google.com/url?q=https://www.linuxquestions.org/questions/linux-networking-3/unable-to-block-https-in-squid-750621/&sa=U&ved=2ahUKEwi4oPGu-J3lAhXhmuYKHTszCR4QFjAAegQIBBAB&usg=AOvVaw3_ikiTF_5sa4nAGv690YgW","","2019-10-15 17:22:27"
"https://www.google.com/search?client=firefox-b-d&q=how+to+deny+https+url+on+squid","how to deny https url on squid - Google Search","2019-10-15 17:22:24"
"http://www.sohu.com/","ERROR: The requested URL could not be retrieved","2019-10-15 17:21:41"
"https://www.google.com/url?q=http://www.sohu.com/&sa=U&ved=2ahUKEwj03o2Z-J3lAhVm7XMBHe48DiwQFjAAegQICRAB&usg=AOvVaw0KYkm7QVXfYECa7YtS0Jyy","","2019-10-15 17:21:40"
"https://www.google.com/search?client=firefox-b-d&q=sohu","sohu - Google Search","2019-10-15 17:21:39"
"https://www.youtube.com/","YouTube","2019-10-15 17:21:23"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 17:21:20"
"https://www.youtube.com/","YouTube","2019-10-15 17:21:04"
"https://yahoo.com/","","2019-10-15 17:20:56"
"https://www.yahoo.com/","","2019-10-15 17:20:56"
"https://sg.yahoo.com/?p=us","Yahoo Singapore | News, Finance and Lifestyle","2019-10-15 17:20:56"
"http://yahoo.com/","","2019-10-15 17:20:55"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 17:19:43"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 17:19:08"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 17:17:15"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 17:17:14"
"https://www.bing.com/search?FORM=INCOH1&PC=IC04&PTAG=ICO-4bcd0d4e523dde16","","2019-10-15 17:16:24"
"https://www.bing.com/?scope=web&mkt=en-SG&FORM=INCOH1&pc=IC04","Bing","2019-10-15 17:16:24"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 17:09:50"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 17:09:48"
"https://www.bing.com/?scope=web&mkt=en-SG&FORM=INCOH1&pc=IC04","Bing","2019-10-15 17:09:09"
"https://www.bing.com/search?FORM=INCOH1&PC=IC04&PTAG=ICO-4bcd0d4e523dde16","","2019-10-15 17:09:08"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 17:09:02"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 17:09:01"
"https://www.bing.com/search?FORM=INCOH1&PC=IC04&PTAG=ICO-4bcd0d4e523dde16","","2019-10-15 17:08:45"
"https://www.bing.com/?scope=web&mkt=en-SG&FORM=INCOH1&pc=IC04","Bing","2019-10-15 17:08:45"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 17:08:26"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 17:08:25"
"https://www.bing.com/?scope=web&mkt=en-SG&FORM=INCOH1&pc=IC04","Bing","2019-10-15 17:08:23"
"https://www.bing.com/search?FORM=INCOH1&PC=IC04&PTAG=ICO-4bcd0d4e523dde16","","2019-10-15 17:08:22"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 17:05:31"
"https://www.bing.com/search?FORM=INCOH1&PC=IC04&PTAG=ICO-4bcd0d4e523dde16","","2019-10-15 17:05:26"
"https://www.bing.com/?scope=web&mkt=en-SG&FORM=INCOH1&pc=IC04","Bing","2019-10-15 17:05:26"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 17:01:18"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 17:01:16"
"https://www.bing.com/search?FORM=INCOH1&PC=IC04&PTAG=ICO-4bcd0d4e523dde16","","2019-10-15 17:01:11"
"https://www.bing.com/?scope=web&mkt=en-SG&FORM=INCOH1&pc=IC04","Bing","2019-10-15 17:01:11"
"https://www.msn.com/en-sg/","MSN SG - Latest News, Outlook, Skype, Hotmail, Bing","2019-10-15 16:52:07"
"https://www.msn.com/","","2019-10-15 16:52:07"
"http://msn.com/","","2019-10-15 16:52:06"
"http://www.msn.com/","","2019-10-15 16:52:06"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 16:52:02"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 16:51:10"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 16:51:10"
"https://www.bing.com/?scope=web&mkt=en-SG&FORM=INCOH1&pc=IC04","Bing","2019-10-15 16:51:04"
"https://www.bing.com/search?FORM=INCOH1&PC=IC04&PTAG=ICO-4bcd0d4e523dde16","","2019-10-15 16:51:03"
"https://www.yahoo.com/","","2019-10-15 16:50:30"
"https://sg.yahoo.com/?p=us","Yahoo Singapore | News, Finance and Lifestyle","2019-10-15 16:50:30"
"https://yahoo.com/","","2019-10-15 16:50:29"
"http://yahoo.com/","","2019-10-15 16:50:28"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 16:50:25"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 16:49:44"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 16:49:43"
"https://www.bing.com/search?FORM=INCOH1&PC=IC04&PTAG=ICO-4bcd0d4e523dde16","","2019-10-15 16:49:40"
"https://www.bing.com/?scope=web&mkt=en-SG&FORM=INCOH1&pc=IC04","Bing","2019-10-15 16:49:40"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 16:47:59"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 16:46:34"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 16:46:30"
"https://facebook.com/","","2019-10-15 16:46:05"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 16:46:05"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 16:45:22"
"http://facebook.com/","","2019-10-15 16:45:21"
"https://facebook.com/","","2019-10-15 16:45:21"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 16:45:21"
"https://www.google.com/search?client=firefox-b-d&q=msn","msn - Google Search","2019-10-15 16:45:16"
"https://www.msn.com/en-sg/","MSN SG - Latest News, Outlook, Skype, Hotmail, Bing","2019-10-15 16:45:13"
"https://www.msn.com/","","2019-10-15 16:45:13"
"http://msn.com/","","2019-10-15 16:45:12"
"http://www.msn.com/","","2019-10-15 16:45:12"
"http://yahoo.com/","","2019-10-15 16:44:58"
"http://facebook.com/","","2019-10-15 16:44:40"
"https://facebook.com/","","2019-10-15 16:44:40"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 16:43:35"
"http://facebook.com/","","2019-10-15 16:43:34"
"https://facebook.com/","","2019-10-15 16:43:34"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 16:43:10"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 16:43:09"
"http://facebook.com/","","2019-10-15 16:43:05"
"https://facebook.com/","","2019-10-15 16:43:05"
"https://www.bing.com/?scope=web&mkt=en-SG&FORM=INCOH1&pc=IC04","Bing","2019-10-15 16:43:01"
"https://www.bing.com/search?FORM=INCOH1&PC=IC04&PTAG=ICO-4bcd0d4e523dde16","","2019-10-15 16:43:00"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 16:30:08"
"http://facebook.com/","","2019-10-15 16:30:06"
"https://facebook.com/","","2019-10-15 16:30:06"
"https://www.msn.com/en-sg/","MSN SG - Latest News, Outlook, Skype, Hotmail, Bing","2019-10-15 16:28:28"
"http://msn.com/","","2019-10-15 16:28:23"
"http://www.msn.com/","","2019-10-15 16:28:23"
"https://www.facebook.com/?_fb_noscript=1","Facebook – log in or sign up","2019-10-15 16:28:18"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 16:28:16"
"http://facebook.com/","","2019-10-15 16:28:13"
"https://facebook.com/","","2019-10-15 16:28:13"
"https://sg.yahoo.com/?p=us","Yahoo Singapore | News, Finance and Lifestyle","2019-10-15 16:27:53"
"https://www.yahoo.com/","","2019-10-15 16:27:52"
"https://yahoo.com/","","2019-10-15 16:27:50"
"http://yahoo.com/","","2019-10-15 16:27:49"
"https://www.google.com/","Google","2019-10-15 16:27:45"
"https://yahoo.com/","","2019-10-15 16:27:25"
"http://yahoo.com/","","2019-10-15 16:27:16"
"https://www.facebook.com/","Facebook – log in or sign up","2019-10-15 16:24:54"
"http://facebook.com/","","2019-10-15 16:24:29"
"https://facebook.com/","","2019-10-15 16:24:29"
"https://www.yahoo.com/","","2019-10-15 16:24:09"
"https://sg.yahoo.com/?p=us","Yahoo Singapore | News, Finance and Lifestyle","2019-10-15 16:24:09"
"https://yahoo.com/","","2019-10-15 16:24:08"
"http://yahoo.com/","","2019-10-15 16:24:06"
"https://www.yahoo.com/","","2019-10-15 16:17:38"
"https://sg.yahoo.com/?p=us","Yahoo Singapore | News, Finance and Lifestyle","2019-10-15 16:17:38"
"http://yahoo.com/","","2019-10-15 16:17:37"
"https://yahoo.com/","","2019-10-15 16:17:37"
"https://sg.yahoo.com/","Yahoo Singapore | News, Finance and Lifestyle","2019-10-15 16:17:34"
